X,Y,OBJECTID_12_13,Plant_ID,Plant_Name,Plant_Alias,Plant_Label,EIA_ID,MW,Gross_MWh,Net_MWh,General_Fuel,Status,STEP_License_Status,Docket_ID,STEP_Project_Type,Street,City,State_,Zip_Code,Plant_County,Initial_Start_Date,Online_Year,Retire_Date,Peaker,Renewable_Energy,Gen_Count,RPS_Eligible,Utility_ID,Owner_Name,Wind_Resource,LRA,Sub_Area,Service_Area,Service_Category,Caliso_Balancing_Authorities,Air_District,Air_Basin,Quad,Senate_District,Assembly_District,Congressional_District,CES30_PercentileRange,CES30_Percentile,CEC_Jurisdictional_Plant,CEC_Link,Aerial,Elevation,Operation_Job,Property_Tax,Income_Percent,Capacity_Factor,Project_Location
-118.78819755523908,34.68519252636775,2374,H0567,William E. Warne,William E. Warne #1-#2,William E. Warne,6196,74.3,232720.02,231047,Hydro,Operating,,,,31849 North Lake Hughes Road,Castaic,CA,91310,Los Angeles,1982-11-01T00:00:00.000Z,1982,,0,0,2,0,17609,California Department of Water Resources,,Big Creek / Ventura,,Southern California Edison,IOU,CALISO,South Coast Air Quality Management District,South Coast,Black Mountain,Senate District 21,Assembly District 36,Congressional District 25,30-35%,30,0,,"<a href="""">Google Earth</a>",793.09394685,,,85,0.35401299,Neither Low Income Nor Disadvantaged Community
-121.09853441868745,38.889783630811522,2375,H0569,Wise,Wise 1 & 2,Wise 1 & 2,292,17.1,65619.12,65566,Hydro,Operating,,,,10850 Wise Road,Auburn,CA,95603,Placer,1917-03-04T00:00:00.000Z,1917,,0,1,2,1,14328,Pacific Gas & Electric (PG&E),,Sierra,Drum-Rio Oso,Pacific Gas & Electric Company,IOU,CALISO,Placer County Air Pollution Control District,Sacramento Valley,Auburn,Senate District 1,Assembly District 5,Congressional District 4,10-15%,10,0,,"<a href="""">Google Earth</a>",279.01868673,,,115,0.43650603,Neither Low Income Nor Disadvantaged Community
-120.29933018889794,37.80930322316739,2376,H0601,Moccasin,Moccasin Hydroelectric,Moccasin,381,100,330989,330256,Hydro,Operating,,,,Junction of Highway 120 & Highway 49,Moccasin,CA,95347,Tuolumne,1969-08-01T00:00:00.000Z,1969,,0,0,2,0,14328,SF Public Utilities Commission,,Stockton,Tesla-Bellota,Pacific Gas & Electric Company,IOU,CALISO,Tuolumne County Air Pollution Control District,Mountain Counties,Moccasin,Senate District 8,Assembly District 5,Congressional District 4,35-40%,39,0,,"<a href="""">Google Earth</a>",286.49889231,,,74,0.3759745,Neither Low Income Nor Disadvantaged Community
-117.070610148600025,33.681082099321998,2377,H0611,Diamond Valley Lake (Pumping-Generating),MWD Red Mountain,Diamond Valley Lake,7942,29.7,3725.08,3725,Hydro,Operating,,,,33552 Newport Road,Winchester,CA,92576,Riverside,2001-05-01T00:00:00.000Z,2001,,0,0,1,1,17609,Metropolitan Water District,,LA Basin,Valley,Southern California Edison,IOU,CALISO,South Coast Air Quality Management District,South Coast,Winchester,Senate District 28,Assembly District 67,Congressional District 42,35-40%,39,0,,"<a href="""">Google Earth</a>",458.3959343,,,122,0.01427833,Neither Low Income Nor Disadvantaged Community
-117.11372286826662,32.936998662915762,2378,H0612,Rancho Penasquitos,Rancho Penasquitos Pressure Control Hydroelectric Facility,Rancho Penasquitos,56615,4.65,11153,11153,Hydro,Operating,,,,12298 Alemania Road,San Diego,CA,92129,San Diego,2007-01-23T00:00:00.000Z,2007,,0,1,1,1,16609,San Diego County Water Authority,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Poway,Senate District 39,Assembly District 77,Congressional District 52,10-15%,14,0,,"<a href="""">Google Earth</a>",150.90332717,,,167,0.27305267,Neither Low Income Nor Disadvantaged Community
-117.118810333147806,33.057891203511346,2379,H0613,Lake Hodges Station (Olivenhain Pumped Storage),"Olivenhain Reservoir; Lake Hodges Hydroelectric Station; Olivenhain-Hodges Pumped Storage",Olivenhain-Hodges,57729,40,55546,,Hydro,Operating,,,,18963 Lake Drive,Escondido,CA,92029,San Diego,2011-07-15T00:00:00.000Z,2011,,0,1,2,0,16609,San Diego County Water Authority,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Escondido,Senate District 39,Assembly District 77,Congressional District 52,5-10%,9,0,,"<a href="""">Google Earth</a>",98.6310833,,,202,,Neither Low Income Nor Disadvantaged Community
-117.246548116519492,33.068130514931823,2380,H0615,David C. McCollom WTP (Two 373 kW Gens),DCM WTP,David C. McCollom WTP,56615,0.74,,,Hydro,Operating,,,,1966 Olivenhain Road,Encinitas,CA,92024,San Diego,2007-01-23T00:00:00.000Z,2007,,0,1,1,0,16609,Olivenhain Municipal Water District,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Rancho Santa Fe,Senate District 36,Assembly District 76,Congressional District 49,1-5% (lowest scores),2,0,,"<a href="""">Google Earth</a>",37.07241962,,,226,,Neither Low Income Nor Disadvantaged Community
-118.39084734473424,34.194491712365419,2381,H0616,North Hollywood Pumping Plant,"North Hollywood Power Plant, Valley Pumping Plant, North Hollywood Ps Power Plant",North Hollywood,57854,1,0.01,0,Hydro,Operating,,,,11803 Vanowen St.,North Hollywood,CA,91605,Los Angeles,1993-01-01T00:00:00.000Z,1993,,0,1,1,1,11208,Los Angeles Department of Water & Power (LADWP),,,,Los Angeles Department of Water & Power,,LADWP,South Coast Air Quality Management District,South Coast,Van Nuys,Senate District 18,Assembly District 39,Congressional District 29,95-100% (highest scores),96,0,,"<a href="""">Google Earth</a>",220.64576469,,,58,0,Low Income and Disadvantaged Community
-120.596899963642201,39.565720902437626,2382,H0623,Middle Haypress Hydroelectric,,Middle Haypress,10253,5,9425,9425,Hydro,Operating,,,,End of Wild Plum Road,Sierra City,CA,96125,Sierra,1988-12-01T00:00:00.000Z,1988,,0,1,1,1,14328,Northbrook Power Management LLC,,Sierra,South of Palermo,Pacific Gas & Electric Company,IOU,CALISO,Northern Sierra Air Quality Management District,Mountain Counties,Haypress Valley,Senate District 1,Assembly District 1,Congressional District 1,35-40%,38,0,,"<a href="""">Google Earth</a>",1354.50676309,,,69,0.21459472,Neither Low Income Nor Disadvantaged Community
-117.554848238586487,33.368909318790507,2383,N0002,San Onofre Nuclear Generating Station -SONGS-Retired 7/15/13,"SONGS; San Onofre",SONGS,360,1127,,,Nuclear,Operating,,,,,Unincorporated,CA,92672,San Diego,1968-01-01T00:00:00.000Z,1968,2013-07-15T00:00:00.000Z,0,0,2,0,17609,Southern California Edison (SCE),,,,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,San Onofre Bluff,Senate District 36,Assembly District 76,Congressional District ,,,0,,"<a href="""">Google Earth</a>",26.20217157,,,66,,
-121.117132123233603,38.342062957786737,2384,S0063,Rancho Seco Solar PV - Retired 3/31/2013,"Solar Sacramento 1 & 2; Rancho Seco 1-6",Rancho Seco Solar PV,529,1,,,Solar,Operating,,,,,Herald,CA,95638,Sacramento,1986-02-01T00:00:00.000Z,1986,2013-03-31T00:00:00.000Z,0,1,2,1,16534,Sacramento Municipal Utility District (SMUD),,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Goose Creek,Senate District 8,Assembly District 8,Congressional District 7,5-10%,7,0,,"<a href="""">Google Earth</a>",56.59256186,,,153,,Neither Low Income Nor Disadvantaged Community
-116.827983381198095,34.868782064655562,2385,S0069,SEGS I  - Retired 12/31/2015,"Sunray Energy  Inc.;  Daggett Leasing Corporation (Segs I)",SEGS I,10437,13.8,,,Solar Thermal,Operating,,,,35100 Santa Fe Street,Unincorporated,CA,92327,San Bernardino,1984-12-01T00:00:00.000Z,1984,,0,1,1,1,17609,Sunray Energy Inc,,,,Southern California Edison,IOU,CALISO,Mojave Desert Air Quality Management District,Mojave Desert,Minneola,Senate District 16,Assembly District 33,Congressional District 8,75-80%,77,0,,"<a href="""">Google Earth</a>",592.26944287,,,66,,Disadvantaged Community
-116.825124842251043,34.862845216329745,2386,S0070,SEGS II - Retired 12/31/2015,Luz Solar Partners Ltd. - SEGS 2,SEGS II,10438,30,,,Solar Thermal,Operating,,,,35100 Santa Fe Street,Unincorporated,CA,92327,San Bernardino,1985-12-01T00:00:00.000Z,1985,,0,1,1,1,17609,Sunray Energy Inc,,,,Southern California Edison,IOU,CALISO,Mojave Desert Air Quality Management District,Mojave Desert,Minneola,Senate District 16,Assembly District 33,Congressional District 8,75-80%,77,0,"<a href=""http://www.energy.ca.gov/sitingcases/pre1999_page/index.php?xkm=ajdkha2385duhkasd250dsasjd5598fhajkhs"">Siting Case</a>","<a href=""https://www.google.com/maps/place/35100+Santa+Fe+St,+Daggett,+CA+92327/@34.8636365,-116.8268521,1427m/data=!3m1!1e3!4m2!3m1!1s0x80c46020a7764c47:0x3485e64229c7b314"">Google Map</a>",591.98423659,,,66,,Disadvantaged Community
-117.555729604457824,35.006695693515248,2387,S0071,SEGS III,"Luz Solar Partners Ltd. - SEGS 3, Kramer Junction",SEGS III,10439,34.2,48954,44444,Solar Thermal,Standby,Operational,"87-AFC-01, 87-AFC-01C
",AFC,41100 Highway 395,Unincorporated,CA,93516,San Bernardino,1986-12-18T00:00:00.000Z,1986,,0,1,1,1,17609,Luz Solar Partners Ltd III,,,,Southern California Edison,IOU,CALISO,Mojave Desert Air Quality Management District,Mojave Desert,Saddleback Mountain,Senate District 16,Assembly District 33,Congressional District 8,60-65%,62,1,"<a href=""http://www.energy.ca.gov/sitingcases/pre1999_page/index.php?xkm=ajdkha2385duhkasd166dsasjd5598fhajkhs"">Siting Case</a>","<a href=""https://earth.google.com/web/@35.00553797,-117.55632771,752.40547504a,1604.04674169d,35y,122.21572599h,60t,0r/data=CjoaOBIyCgAZbSqc7oaBQUAhmFb5VIRjXcAqHDM1wrAwMCc0My4wIk4gMTE3wrAzMycxNy44IlcYAiABKAI"">Google Earth</a>",751.5833533,14,111714.840000,108,0.1479431,Neither Low Income Nor Disadvantaged Community
-117.555691145783882,35.012375224214765,2388,S0072,SEGS IV,"Luz Solar Partners Ltd. - SEGS 4, Kramer Junction",SEGS IV,10440,34.2,48748,44404,Solar Thermal,Operating,Operational,"87-AFC-01, 87-AFC-01C
",AFC,41100 Highway 395,Unincorporated,CA,93516,San Bernardino,1986-12-18T00:00:00.000Z,1986,,0,1,1,1,17609,Luz Solar Partners Ltd IV,,,,Southern California Edison,IOU,CALISO,Mojave Desert Air Quality Management District,Mojave Desert,Saddleback Mountain,Senate District 16,Assembly District 33,Congressional District 8,60-65%,62,1,"<a href=""http://www.energy.ca.gov/sitingcases/pre1999_page/index.php?xkm=ajdkha2385duhkasd166dsasjd5598fhajkhs"">Siting Case</a>","<a href=""https://earth.google.com/web/@35.01290207,-117.55579215,756.49604779a,1597.45354906d,35y,89.16009045h,60t,0r/data=CjoaOBIyCgAZbSqc7oaBQUAhmFb5VIRjXcAqHDM1wrAwMCc0My4wIk4gMTE3wrAzMycxNy44IlcYAiABKAI"">Google Earth</a>",754.87825609,14,98959.320000,108,0.14780995,Neither Low Income Nor Disadvantaged Community
-117.337790117606829,35.033480585982637,2389,S0073,SEGS IX,Luz Solar Partners Ltd. - SEGS 9,SEGS IX,10446,92,170092,153251,Solar Thermal,Standby,Operational,"89-AFC-01, 89-AFC-01C
",AFC,43880 Harper Lake Road,Unincorporated,CA,92347,San Bernardino,1990-10-11T00:00:00.000Z,1990,,0,1,1,1,17609,Luz Solar Partners Ltd IX,,,,Southern California Edison,IOU,CALISO,Mojave Desert Air Quality Management District,Mojave Desert,Lockhart,Senate District 16,Assembly District 33,Congressional District 8,60-65%,62,1,"<a href=""http://www.energy.ca.gov/sitingcases/pre1999_page/index.php?xkm=ajdkha2385duhkasd164dsasjd5598fhajkhs"">Siting Case</a>","<a href=""https://earth.google.com/web/@35.03264806,-117.33744709,626.51193357a,2444.0939841d,35y,253.24679891h,60t,0r/data=CjoaOBIyCgAZZg-0AkOEQUAh882R8JhVXcAqHDM1wrAwMSc1OS45Ik4gMTE3wrAyMCcxNC44IlcYAiABKAI"">Google Earth</a>",625.20720137,21,237856.060000,108,0.18963704,Neither Low Income Nor Disadvantaged Community
-117.555532816816751,35.019485445795773,2390,S0074,SEGS V,"Luz Solar Partners Ltd. - SEGS 5, Kramer Junction",SEGS V,10441,34.2,52129,47383,Solar Thermal,Operating,Operational,"87-AFC-01, 87-AFC-01C
",AFC,41100 Highway 395,Unincorporated,CA,93516,San Bernardino,1987-09-29T00:00:00.000Z,1987,,0,1,1,1,17609,Luz Solar Partners Ltd V,,,,Southern California Edison,IOU,CALISO,Mojave Desert Air Quality Management District,Mojave Desert,Saddleback Mountain,Senate District 16,Assembly District 33,Congressional District 8,60-65%,62,1,"<a href=""http://www.energy.ca.gov/sitingcases/pre1999_page/index.php?xkm=ajdkha2385duhkasd166dsasjd5598fhajkhs"">Siting Case</a>","<a href=""https://earth.google.com/web/@35.02049268,-117.55595539,761.24920747a,1594.26208634d,35y,246.4712611h,60t,0r/data=CjoaOBIyCgAZUanI11SCQUAhWxJWGXxjXcAqHDM1wrAwMScwNS42Ik4gMTE3wrAzMycxNi4wIlcYAiABKAI"">Google Earth</a>",759.17692531,14,81434.580000,108,0.1577263,Neither Low Income Nor Disadvantaged Community
-117.566069134326284,35.020499471293469,2391,S0075,SEGS VI,"Luz Solar Partners Ltd. - SEGS 6, Kramer Junction",SEGS VI,10442,35,48045.03,43423,Solar Thermal,Operating,Operational,"87-AFC-01, 87-AFC-01C
",AFC,41100 Highway 395,Unincorporated,CA,93516,San Bernardino,1988-12-25T00:00:00.000Z,1988,,0,1,1,1,17609,Luz Solar Partners Ltd VI,,,,Southern California Edison,IOU,CALISO,Mojave Desert Air Quality Management District,Mojave Desert,Saddleback Mountain,Senate District 16,Assembly District 33,Congressional District 8,60-65%,62,1,"<a href=""http://www.energy.ca.gov/sitingcases/pre1999_page/index.php?xkm=ajdkha2385duhkasd166dsasjd5598fhajkhs"">Siting Case</a>","<a href=""https://earth.google.com/web/@35.02130962,-117.56488189,765.10450359a,1419.71140014d,35y,317.98821291h,60t,0r/data=CjoaOBIyCgAZse_UbZqCQUAhEEx_QDFkXcAqHDM1wrAwMScxMy4yIk4gMTE3wrAzMyc1NS44IlcYAiABKAI"">Google Map</a>",764.08129201,14,117903,108,0.14124057,Neither Low Income Nor Disadvantaged Community
-117.566172275293951,35.01465236234624,2392,S0076,SEGS VII,Luz Solar Partners Ltd. - SEGS 7 (Harper Lake),SEGS VII,10443,35,44111.02,39660,Solar Thermal,Operating,Operational,"87-AFC-01, 87-AFC-01C
",AFC,41100 Highway 395,Unincorporated,CA,93516,San Bernardino,1988-12-29T00:00:00.000Z,1988,,0,1,1,1,17609,Luz Solar Partners Ltd VII,,,,Southern California Edison,IOU,CALISO,Mojave Desert Air Quality Management District,Mojave Desert,Saddleback Mountain,Senate District 16,Assembly District 33,Congressional District 8,60-65%,62,1,"<a href=""http://www.energy.ca.gov/sitingcases/pre1999_page/index.php?xkm=ajdkha2385duhkasd166dsasjd5598fhajkhs"">Siting Case</a>","<a href=""https://earth.google.com/web/@35.0144033,-117.56637777,761.42584631a,1599.75146898d,35y,76.16095072h,60t,0r/data=CjoaOBIyCgAZMyAxMOGBQUAhasguBzBkXcAqHDM1wrAwMCc1Mi45Ik4gMTE3wrAzMyc1NS41IlcYAiABKAI"">Google Earth</a>",759.50285901,14,114404.340000,108,0.12900078,Neither Low Income Nor Disadvantaged Community
-117.356530113497357,35.031470706372943,2393,S0077,SEGS VIII,Luz Solar Partners Ltd. - SEGS 8 (Harper Lake),SEGS VIII,10444,92,161785,148278,Solar Thermal,Operating,Operational,"88-AFC-01, 88-AFC-01C
",AFC,43880 Harper Lake Road,Unincorporated,CA,92347,San Bernardino,1989-12-01T00:00:00.000Z,1989,,0,1,1,1,17609,Luz Solar Partners Ltd VIII,,,,Southern California Edison,IOU,CALISO,Mojave Desert Air Quality Management District,Mojave Desert,Lockhart,Senate District 16,Assembly District 33,Congressional District 8,60-65%,62,1,"<a href=""http://www.energy.ca.gov/sitingcases/pre1999_page/index.php?xkm=ajdkha2385duhkasd161dsasjd5598fhajkhs"">Siting Case</a>","<a href=""https://earth.google.com/web/@35.03176726,-117.35635211,635.3525636a,1980.47969551d,35y,309.99297501h,60t,0r/data=CjoaOBIyCgAZEpbCzfODQUAhqZFMPcFWXcAqHDM1wrAwMSc1MS4yIk4gMTE3wrAyMScyMC4wIlcYAiABKAI"">Google Earth</a>",635.10618718,21,200290.200000,108,0.18348331,Neither Low Income Nor Disadvantaged Community
-115.451714859771684,35.53544270892256,2394,S0078,Ivanpah I (Solar Partners II),"Ivanpah Solar Electric Generating System (ISEGS); Ivanpah Solar Electric Generating System Solar Partners Brightsource, Solar Partners II. Solar Partners I, Solar Partners VIII",Ivanpah I,57074,126,258926,242425,Solar Thermal,Operating,Operational,"07-AFC-05, 07-AFC-05C
",AFC,100302 Yates Well Road,Nipton,CA,92364,San Bernardino,2013-12-30T00:00:00.000Z,2013,,0,1,1,1,17609,Solar Partners I II VIII LLC,,,,Southern California Edison,IOU,CALISO,Mojave Desert Air Quality Management District,Mojave Desert,Ivanpah Lake,Senate District 16,Assembly District 33,Congressional District 8,75-80%,77,1,"<a href=""http://www.energy.ca.gov/sitingcases/ivanpah/index.html"">Siting Case</a>","<a href=""https://www.google.com/maps/place/35%C2%B032'59.4%22N+115%C2%B027'50.3%22W/@35.5579092,-115.4665186,7024m/data=!3m1!1e3!4m2!3m1!1s0x0:0x0"">Google Map</a>",877.95061922,90,2409770,66,0.21903551,Disadvantaged Community
-121.354067385980883,38.505181825756203,2395,S0090,Hedge PV,Kaiser FC,Hedge PV,7523,0.2,268,264,Solar,Operating,,,,,Sacramento,CA,95829,Sacramento,1994-06-01T00:00:00.000Z,1994,,0,1,1,1,16534,Sacramento Municipal Utility District (SMUD),,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Carmichael,Senate District 6,Assembly District 8,Congressional District 7,85-90%,87,0,,"<a href="""">Google Earth</a>",17.81626243,,,68,0.15027322,Disadvantaged Community
-117.310350000173372,35.007265031799292,2396,S0104,Mojave Solar Project,"Abengoa Mojave Solar 1; Abengoa Mojave Solar Project Abengoa Solar Inc.; Abengoa Mojave Solar Project Power Plant",Mojave Solar Project,57331,250,667836.94,604778,Solar Thermal,Operating,Operational,"09-AFC-05, 09-AFC-05C
",AFC,42134 Harper Lake Road,Hinkley,CA,92347,San Bernardino,2014-12-04T00:00:00.000Z,2014,,0,1,2,1,17609,Mojave Solar LLC,,,,Southern California Edison,IOU,CALISO,Mojave Desert Air Quality Management District,Mojave Desert,Lockhart,Senate District 16,Assembly District 33,Congressional District 8,60-65%,62,1,"<a href=""http://www.energy.ca.gov/sitingcases/abengoa/index.html"">Siting Case</a>","<a href=""https://www.google.com/maps/place/35%C2%B000'21.9%22N+117%C2%B019'26.6%22W/@35.0081052,-117.3224336,3536m/data=!3m1!1e3!4m2!3m1!1s0x0:0x0"">Google Map</a>",625.50949175,89,1114856.520000,108,0.27539982,Neither Low Income Nor Disadvantaged Community
-121.926435159548248,38.410739047557165,2397,S0110,Vaca Dixon Solar Station, ,Vaca Dixon Solar Station,57041,2,4069,4069,Solar,Operating,,,,5138 Midway Road,Vacaville,CA,95688,Solano,2009-12-22T00:00:00.000Z,2009,,0,1,1,1,14328,Pacific Gas & Electric (PG&E),,,,Pacific Gas & Electric Company,IOU,CALISO,Yolo Solano Air Quality Management District,Sacramento Valley,Allendale,Senate District 3,Assembly District 4,Congressional District 3,60-65%,61,0,,"<a href="""">Google Earth</a>",27.75236023,,,148,0.2316143,Neither Low Income Nor Disadvantaged Community
-114.745183316737055,33.591688580590677,2398,S0111,Blythe 1 Solar,"FSE Blythe 1; Blythe 1; NRG Solar Blythe, Blythe 1 Solar Blythe Solar Power Project
","Blythe Solar II, LLC",56939,21,43610,43610,Solar,Operating,Operational,"09-AFC-06, 2009-AFC-06C
",AFC,19151 15th Ave.,Blythe,CA,92225,Riverside,2009-12-18T00:00:00.000Z,2009,,0,1,1,1,17609,Clearway Energy,,,,Southern California Edison,IOU,CALISO,Mojave Desert Air Quality Management District,Mojave Desert,Ripley,Senate District 28,Assembly District 56,Congressional District 36,60-65%,64,1,,"<a href="""">Google Earth</a>",118.5609271,0,21155,64,0.23641469,Neither Low Income Nor Disadvantaged Community
-114.918450433416737,33.565409344641381,2399,S0114,Ironwood State Prison,Ironwood Blythe Solar,Ironwood State Prison,58513,1,2032,2032,Solar,Operating,,,,19005 Wiley's Well Rd,Blythe,CA,92225,Riverside,2008-05-02T00:00:00.000Z,2008,,0,1,1,1,,Longroad Energy,,,,Southern California Edison,IOU,CALISO,Mojave Desert Air Quality Management District,Mojave Desert,Hopkins Well,Senate District 28,Assembly District 56,Congressional District 36,,,0,,"<a href="""">Google Earth</a>",134.62192373,,,,0.23132969,
-121.72953728619467,38.659942514569501,2400,S0115,Yolo County Solar Project,"Yolo County Solar Photovoltaic Project; Yolo County Solar PV",Yolo County Solar Project,57422,1,1869,1869,Solar,Operating,,,,242 East Gibson Street,Woodland,CA,95695,Yolo,2010-07-01T00:00:00.000Z,2010,,0,1,1,1,14328,Yolo County General Services,,Sierra,Drum-Rio Oso,Pacific Gas & Electric Company,IOU,CALISO,Yolo Solano Air Quality Management District,Sacramento Valley,Grays Bend,Senate District 3,Assembly District 4,Congressional District 3,60-65%,61,0,,"<a href="""">Google Earth</a>",11.30817269,,,132,0.21277322,Neither Low Income Nor Disadvantaged Community
-121.163133704479691,38.61362495903537,2401,S0116,Aerojet I (3.6MW) Solar Plant,Aerojet Solar Facility,Aerojet I (3.6MW) Solar Plant,57697,3.6,5960,5960,Solar,Operating,,,,Highway 50 and Aerojet Road,Rancho Cordova,CA,95670,Sacramento,2009-12-23T00:00:00.000Z,2009,,0,1,1,1,16534,Altus Power America Inc,,Sierra,Drum-Rio Oso,Sacramento Municipal Utility District,,BANC,Sacramento Metro Air Quality Management District,Sacramento Valley,Buffalo Creek,Senate District 1,Assembly District 8,Congressional District 7,45-50%,49,0,,"<a href="""">Google Earth</a>",89.70988951,,,182,0.18847399,Neither Low Income Nor Disadvantaged Community
-118.138570916771144,34.731391420359003,2402,S0117,Sierra SunTower, ,Sierra Suntower,57323,7.5,,,Solar Thermal,Operating,,,,450 West Ave G,Lancaster,CA,93534,Los Angeles,2009-07-22T00:00:00.000Z,2009,,0,1,1,1,17609,eSolar Inc,,Big Creek / Ventura,,Southern California Edison,IOU,CALISO,Antelope Valley Air Quality Management District,Mojave Desert,Lancaster West,Senate District 21,Assembly District 36,Congressional District 23,75-80%,76,0,,"<a href="""">Google Earth</a>",707.8453952,,,70,,Disadvantaged Community
-117.700869229018295,33.985028479248783,2403,S0118,SPVP002 Chino Rooftop Solar,"SPVP002; Chino Rooftop",SPVP002 Chino Rooftop Solar,56996,1.22,-365,,Solar,Operating,,,,14701 Yorba Avenue,Chino,CA,91710,San Bernardino,2009-10-01T00:00:00.000Z,2009,,0,1,1,1,17609,Southern California Edison (SCE),,LA Basin,,Southern California Edison,IOU,CALISO,South Coast Air Quality Management District,South Coast,Prado Dam,Senate District 20,Assembly District 52,Congressional District 35,70-75%,74,0,,"<a href="""">Google Earth</a>",190.0427844,,,149,,Neither Low Income Nor Disadvantaged Community
-117.517036623836844,34.081417740028577,2404,S0119,SPVP001 Etiwanda Rooftop Solar (Merged with S0191),"Fontana Solar; SPVP001; Etiwanda Rooftop",SPVP 1,56976,2.44,,,Solar,Operating,,,,13230 San Bernardino Avenue,Fontana,CA,92335,San Bernardino,2008-11-01T00:00:00.000Z,2008,2012-12-31T00:00:00.000Z,0,1,1,1,17609,Southern California Edison (SCE),,LA Basin,,Southern California Edison,IOU,CALISO,South Coast Air Quality Management District,South Coast,Guasti,Senate District 20,Assembly District 52,Congressional District 35,95-100% (highest scores),98,0,,"<a href="""">Google Earth</a>",326.4047775,,,78,,Disadvantaged Community
-114.903097407744212,33.565133971266903,2405,S0122,Chuckawalla Valley State Prison (CVSP),Chuckawalla Valley State Prison,CVSP,,0.94,,,Solar,Operating,,,,19025 Wiley's Well Rd,Blythe,CA,92225,Riverside,2006-07-01T00:00:00.000Z,2006,,0,1,1,1,,Longroad Energy,,,,Southern California Edison,IOU,CALISO,Mojave Desert Air Quality Management District,Mojave Desert,Hopkins Well,Senate District 28,Assembly District 56,Congressional District 36,,,0,,"<a href="""">Google Earth</a>",136.57737697,,,,,
-122.483499706449209,37.750892635906759,2406,S0123,Sunset Reservoir North Basin Solar,"Martin 1 Sunset; RE Sunset Reservoir; Sunset Reservoir - North Basin; RE SFCity1, Lp",Sunset Reservoir Solar,57559,4.5,6906,6905,Solar,Operating,,,,24th Avenue & Ortega St.,San Francisco,CA,94121,San Francisco,2010-11-01T00:00:00.000Z,2010,,0,1,1,1,14328,Duke Energy Renewables,,Greater Bay,,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,San Francisco North,Senate District 11,Assembly District 19,Congressional District 12,15-20%,16,0,,"<a href="""">Google Earth</a>",121.52028328,,,130,0.1746863,Neither Low Income Nor Disadvantaged Community
-120.105291537211016,35.991569686489235,2407,S0126,Avenal Park Solar,,Avenal Park Solar,57359,6,10797,10549,Solar,Operating,,,,33039 36th Avenue,Avenal,CA,93204,Kings,2011-08-05T00:00:00.000Z,2011,,0,1,1,1,14328,Eurus Energy America Corporation,,Greater Fresno,Wilson,Pacific Gas & Electric Company,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Kettleman Plain,Senate District 14,Assembly District 32,Congressional District 21,75-80%,75,0,,"<a href="""">Google Earth</a>",237.2039853,,,52,0.20015559,Low Income and Disadvantaged Community
-120.102863024485416,35.984872641252551,2408,S0127,Sun City, ,Sun City,57360,20,38013,37134,Solar,Operating,,,,33941 36th Avenue,Avenal,CA,93204,Kings,2010-12-31T00:00:00.000Z,2010,,0,1,1,1,14328,Eurus Energy America Corporation,,Greater Fresno,Wilson,Pacific Gas & Electric Company,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Kettleman Plain,Senate District 14,Assembly District 32,Congressional District 21,75-80%,75,0,,"<a href="""">Google Earth</a>",223.6124943,,,52,0.21137295,Low Income and Disadvantaged Community
-117.400039591177176,34.094177420841348,2409,S0128,SPVP003 Rialto,"Rialto Roof Top Solar Project; Rialto RT Solar",SPVP003 Rialto,57217,1.22,1089,1089,Solar,Operating,,,,1464 Merrill Avenue,Rialto,CA,92376,San Bernardino,2011-03-01T00:00:00.000Z,2011,,0,1,1,1,17609,Southern California Edison (SCE),,LA Basin,,Southern California Edison,IOU,CALISO,South Coast Air Quality Management District,South Coast,Fontana,Senate District 20,Assembly District 47,Congressional District 35,80-85%,85,0,,"<a href="""">Google Earth</a>",374.46016799,,,65,0.10161919,Disadvantaged Community
-117.239164980878641,32.874213190222235,2410,S0129,UCSD Solar PV System,UCSD Solar,UCSD Solar PV System,57856,1.2,3492,3492,Solar,Operating,,,,9500 Gilman Dr.,La Jolla,CA,92093,San Diego,2008-06-01T00:00:00.000Z,2008,,0,1,1,1,16609,University of California San Diego,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,La Jolla,Senate District 39,Assembly District 78,Congressional District 49,15-20%,18,0,,"<a href="""">Google Earth</a>",119.12120625,,,67,0.33128415,Neither Low Income Nor Disadvantaged Community
